episode,reward,epsilon,eval_mean,eval_std
69,-12.921749999999992,0.18790400000000002,nan,nan
70,-12.552287499999988,0.18773120000000001,nan,nan
71,-16.668974999999996,0.18755840000000001,nan,nan
72,-12.25368749999999,0.1873856,nan,nan
73,-24.1248875,0.1872128,nan,nan
74,-14.772162499999993,0.18704,nan,nan
75,-21.037387500000005,0.1868672,nan,nan
76,-18.982662499999986,0.1866944,nan,nan
77,-13.666937499999987,0.1865216,nan,nan
78,-17.619499999999988,0.1863488,nan,nan
79,-17.160324999999986,0.186176,nan,nan
80,-14.175812499999994,0.1860032,-2.0853825000000006,0.33788020968976507
81,-19.114675,0.1858304,nan,nan
82,-12.054799999999991,0.1856576,nan,nan
83,-18.457749999999997,0.1854848,nan,nan
84,-11.326262499999988,0.185312,nan,nan
85,-17.48458749999999,0.1851392,nan,nan
86,-15.26413749999999,0.1849664,nan,nan
87,-19.8927625,0.1847936,nan,nan
88,-14.873724999999988,0.1846208,nan,nan
89,-18.488937499999995,0.184448,nan,nan
90,-13.242062499999992,0.1842752,nan,nan
91,-13.569224999999994,0.1841024,nan,nan
92,-14.181612499999993,0.1839296,nan,nan
93,-16.999812499999994,0.1837568,nan,nan
94,-13.458787499999996,0.183584,nan,nan
95,-16.25853749999999,0.1834112,nan,nan
96,-13.77344999999999,0.18323840000000002,nan,nan
97,-18.897887499999992,0.1830656,nan,nan
98,-18.108387499999992,0.18289280000000002,nan,nan
99,-14.697974999999994,0.18272,nan,nan
100,-14.555224999999997,0.18254720000000002,-2.0101374999999972,0.5826841830593102
101,-16.463599999999992,0.18237440000000002,nan,nan
102,-14.65076249999999,0.18220160000000002,nan,nan
103,-17.372225,0.18202880000000002,nan,nan
104,-11.035137499999989,0.18185600000000002,nan,nan
105,-15.062274999999996,0.18168320000000002,nan,nan
106,-16.436049999999994,0.18151040000000002,nan,nan
107,-15.777199999999995,0.18133760000000002,nan,nan
108,-16.401337499999993,0.18116480000000001,nan,nan
109,-14.068749999999989,0.18099200000000001,nan,nan
110,-17.18009999999999,0.1808192,nan,nan
111,-13.154962499999991,0.1806464,nan,nan
112,-12.539312499999992,0.1804736,nan,nan
113,-14.456712499999991,0.1803008,nan,nan
114,-20.655962499999994,0.180128,nan,nan
115,-16.78001249999999,0.1799552,nan,nan
116,-20.39122499999999,0.1797824,nan,nan
117,-13.862362499999993,0.1796096,nan,nan
118,-8.514649999999987,0.1794368,nan,nan
119,-13.35941249999999,0.179264,nan,nan
120,-12.646549999999994,0.1790912,-2.1881024999999994,0.5244296901992647
121,-13.25721249999999,0.1789184,nan,nan
122,-19.594637499999994,0.1787456,nan,nan
123,-12.738637499999987,0.1785728,nan,nan
124,-13.749962499999993,0.1784,nan,nan
125,-19.1049,0.1782272,nan,nan
126,-13.356862499999991,0.1780544,nan,nan
127,-14.267374999999992,0.1778816,nan,nan
128,-12.961137499999994,0.1777088,nan,nan
129,-14.978299999999992,0.177536,nan,nan
130,-9.827762499999988,0.1773632,nan,nan
131,-18.291512499999993,0.1771904,nan,nan
132,-11.835062499999987,0.1770176,nan,nan
133,-13.669112499999988,0.1768448,nan,nan
134,-16.38834999999999,0.176672,nan,nan
135,-19.005137499999996,0.1764992,nan,nan
136,-14.200524999999992,0.1763264,nan,nan
137,-18.275962499999995,0.17615360000000002,nan,nan
138,-16.880012499999992,0.1759808,nan,nan
139,-12.85903749999999,0.17580800000000002,nan,nan
140,-15.56772499999999,0.1756352,-2.0705874999999994,0.3495993494344608
141,-11.035637499999988,0.17546240000000002,nan,nan
142,-13.43066249999999,0.17528960000000002,nan,nan
143,-15.26053749999999,0.17511680000000002,nan,nan
144,-17.159737499999995,0.17494400000000002,nan,nan
145,-16.16899999999999,0.17477120000000002,nan,nan
146,-11.76714999999999,0.17459840000000001,nan,nan
147,-14.04586249999999,0.17442560000000001,nan,nan
148,-10.54607499999999,0.1742528,nan,nan
149,-15.18646249999999,0.17408,nan,nan
150,-12.97017499999999,0.1739072,nan,nan
151,-12.75768749999999,0.1737344,nan,nan
152,-14.88035,0.1735616,nan,nan
153,-16.466824999999993,0.1733888,nan,nan
154,-16.394949999999998,0.173216,nan,nan
155,-17.070174999999985,0.1730432,nan,nan
156,-13.576837499999987,0.1728704,nan,nan
157,-11.05489999999999,0.1726976,nan,nan
158,-16.07716249999999,0.1725248,nan,nan
159,-8.950962499999992,0.172352,nan,nan
160,-12.96739999999999,0.1721792,-2.234662499999999,0.837107471706886
161,-11.137687499999991,0.1720064,nan,nan
162,-16.75332499999999,0.1718336,nan,nan
163,-17.46956249999999,0.1716608,nan,nan
164,-19.393649999999994,0.171488,nan,nan
165,-16.706224999999993,0.1713152,nan,nan
166,-14.075699999999989,0.1711424,nan,nan
167,-13.25817499999999,0.1709696,nan,nan
168,-17.168437499999992,0.1707968,nan,nan
169,-19.398512499999992,0.170624,nan,nan
170,-12.75731249999999,0.1704512,nan,nan
171,-16.992162499999992,0.1702784,nan,nan
172,-17.803262499999995,0.1701056,nan,nan
173,-17.77959999999999,0.1699328,nan,nan
174,-16.165737499999988,0.16976,nan,nan
175,-14.472562499999993,0.1695872,nan,nan
176,-13.373312499999994,0.16941440000000002,nan,nan
177,-18.400787499999993,0.1692416,nan,nan
178,-12.249412499999988,0.16906880000000002,nan,nan
179,-17.178549999999987,0.168896,nan,nan
180,-13.468899999999993,0.16872320000000002,-2.0085450000000007,0.6360476600460053
181,-15.179474999999995,0.16855040000000002,nan,nan
182,-10.05834999999999,0.16837760000000002,nan,nan
183,-11.758462499999988,0.16820480000000002,nan,nan
184,-15.164474999999989,0.16803200000000001,nan,nan
185,-9.441787499999991,0.16785920000000001,nan,nan
186,-20.97159999999999,0.1676864,nan,nan
187,-15.478474999999992,0.1675136,nan,nan
188,-11.026637499999993,0.1673408,nan,nan
189,-15.063362499999991,0.167168,nan,nan
190,-15.170774999999992,0.1669952,nan,nan
191,-12.56608749999999,0.1668224,nan,nan
192,-16.75767499999999,0.1666496,nan,nan
193,-16.771162499999985,0.1664768,nan,nan
194,-15.561887499999997,0.166304,nan,nan
195,-17.40406249999999,0.1661312,nan,nan
196,-12.048062499999988,0.1659584,nan,nan
197,-13.857649999999994,0.1657856,nan,nan
198,-10.442412499999989,0.1656128,nan,nan
199,-14.87367499999999,0.16544,nan,nan
200,-13.162112499999989,0.1652672,-2.430889999999998,0.47524982413199834
201,-10.554799999999988,0.1650944,nan,nan
202,-16.958374999999997,0.1649216,nan,nan
203,-19.191024999999993,0.1647488,nan,nan
204,-9.139799999999994,0.164576,nan,nan
205,-6.622487499999989,0.1644032,nan,nan
206,-18.618324999999995,0.1642304,nan,nan
207,-15.276987499999994,0.1640576,nan,nan
208,-19.783312499999997,0.1638848,nan,nan
209,-13.23349999999999,0.163712,nan,nan
210,-11.332312499999992,0.1635392,nan,nan
211,-13.766762499999988,0.16336640000000002,nan,nan
212,-14.443362499999992,0.1631936,nan,nan
213,-15.894074999999997,0.16302080000000002,nan,nan
214,-12.668137499999991,0.162848,nan,nan
215,-12.54968749999999,0.16267520000000002,nan,nan
216,-14.981749999999993,0.1625024,nan,nan
217,-14.58383749999999,0.16232960000000002,nan,nan
218,-13.142424999999989,0.1621568,nan,nan
219,-11.543512499999988,0.16198400000000002,nan,nan
220,-18.28904999999999,0.16181120000000002,-2.291014999999999,0.44969135758595263
221,-11.347937499999992,0.16163840000000002,nan,nan
222,-16.278824999999994,0.16146560000000001,nan,nan
223,-12.67187499999999,0.16129280000000001,nan,nan
224,-17.91923749999999,0.16112,nan,nan
225,-13.557849999999984,0.1609472,nan,nan
226,-19.214724999999998,0.1607744,nan,nan
227,-11.048587499999991,0.1606016,nan,nan
228,-11.822024999999991,0.1604288,nan,nan
229,-16.576412499999982,0.160256,nan,nan
230,-18.200999999999993,0.1600832,nan,nan
231,-10.83636249999999,0.1599104,nan,nan
232,-21.30928749999999,0.1597376,nan,nan
233,-13.06183749999999,0.1595648,nan,nan
234,-14.265524999999991,0.159392,nan,nan
235,-20.8945875,0.1592192,nan,nan
236,-12.341387499999987,0.1590464,nan,nan
237,-18.48678749999999,0.1588736,nan,nan
238,-14.05397499999999,0.1587008,nan,nan
239,-16.857824999999995,0.158528,nan,nan
240,-18.497087499999996,0.1583552,-2.3541349999999985,0.42970290495294233
241,-14.062274999999989,0.1581824,nan,nan
242,-14.66664999999999,0.1580096,nan,nan
243,-13.57039999999999,0.1578368,nan,nan
244,-12.777924999999993,0.157664,nan,nan
245,-13.762562499999994,0.1574912,nan,nan
246,-16.680037499999987,0.1573184,nan,nan
247,-9.025637499999991,0.1571456,nan,nan
248,-18.4771,0.1569728,nan,nan
249,-12.561899999999994,0.1568,nan,nan
250,-10.642587499999989,0.15662720000000002,nan,nan
251,-9.635662499999988,0.1564544,nan,nan
252,-9.935024999999994,0.15628160000000002,nan,nan
253,-15.073837499999994,0.1561088,nan,nan
254,-20.10523749999999,0.15593600000000002,nan,nan
255,-14.44587499999999,0.1557632,nan,nan
256,-14.744574999999987,0.15559040000000002,nan,nan
257,-14.065487499999994,0.1554176,nan,nan
258,-12.856724999999992,0.15524480000000002,nan,nan
259,-12.237724999999987,0.15507200000000002,nan,nan
260,-17.598912499999997,0.15489920000000001,-2.3511649999999973,0.34749066501849746
261,-13.44978749999999,0.1547264,nan,nan
262,-15.95772499999999,0.1545536,nan,nan
263,-14.660687499999986,0.1543808,nan,nan
264,-15.792324999999995,0.154208,nan,nan
265,-11.642387499999993,0.1540352,nan,nan
266,-12.44042499999999,0.1538624,nan,nan
267,-15.24567499999999,0.1536896,nan,nan
268,-14.97246249999999,0.1535168,nan,nan
269,-15.55927499999999,0.153344,nan,nan
270,-16.978774999999995,0.1531712,nan,nan
271,-8.942537499999991,0.1529984,nan,nan
272,-9.320549999999995,0.1528256,nan,nan
273,-8.438712499999992,0.1526528,nan,nan
274,-10.978687499999989,0.15248,nan,nan
275,-12.262674999999994,0.1523072,nan,nan
276,-13.265087499999995,0.1521344,nan,nan
277,-13.055074999999988,0.1519616,nan,nan
278,-15.775487499999993,0.1517888,nan,nan
279,-13.445587499999993,0.151616,nan,nan
280,-13.46196249999999,0.1514432,-2.4320574999999973,0.7659336825323035
281,-17.278124999999996,0.1512704,nan,nan
282,-11.231887499999992,0.1510976,nan,nan
283,-19.988937499999988,0.1509248,nan,nan
284,-12.844299999999993,0.150752,nan,nan
285,-15.160212499999991,0.1505792,nan,nan
286,-14.158287499999986,0.1504064,nan,nan
287,-10.539812499999993,0.1502336,nan,nan
288,-9.52813749999999,0.1500608,nan,nan
289,-18.48214999999999,0.14988800000000002,nan,nan
290,-16.17588749999999,0.1497152,nan,nan
291,-11.744824999999993,0.14954240000000002,nan,nan
292,-14.04612499999999,0.14936960000000002,nan,nan
293,-11.857849999999987,0.14919680000000002,nan,nan
294,-13.844737499999995,0.149024,nan,nan
295,-19.180162499999984,0.14885120000000002,nan,nan
296,-9.828149999999992,0.14867840000000002,nan,nan
297,-9.940287499999991,0.14850560000000002,nan,nan
298,-15.053999999999995,0.1483328,nan,nan
299,-14.443462499999988,0.14816000000000001,nan,nan
300,-15.477624999999986,0.1479872,-1.9085875,0.7264730804974792
301,-14.06987499999999,0.1478144,nan,nan
302,-9.849599999999993,0.14764159999999998,nan,nan
303,-14.465424999999989,0.1474688,nan,nan
304,-11.658799999999987,0.147296,nan,nan
305,-13.271249999999993,0.1471232,nan,nan
306,-14.070674999999989,0.1469504,nan,nan
307,-16.363949999999985,0.1467776,nan,nan
308,-17.468637499999993,0.1466048,nan,nan
309,-17.7934875,0.146432,nan,nan
310,-9.928149999999988,0.1462592,nan,nan
311,-14.65507499999999,0.1460864,nan,nan
312,-7.93672499999999,0.1459136,nan,nan
313,-13.75922499999999,0.1457408,nan,nan
314,-13.775187499999994,0.145568,nan,nan
315,-14.654499999999992,0.1453952,nan,nan
316,-14.98087499999999,0.1452224,nan,nan
317,-16.37253749999999,0.1450496,nan,nan
318,-9.230124999999989,0.1448768,nan,nan
319,-12.443687499999992,0.144704,nan,nan
320,-6.71104999999999,0.1445312,-2.1077399999999997,0.20484834976147379
321,-17.160699999999988,0.1443584,nan,nan
322,-9.134087499999989,0.1441856,nan,nan
323,-15.77221249999999,0.1440128,nan,nan
324,-12.157924999999988,0.14384,nan,nan
325,-11.837662499999997,0.1436672,nan,nan
326,-12.974674999999987,0.14349440000000002,nan,nan
327,-14.77419999999999,0.1433216,nan,nan
328,-19.297362499999995,0.1431488,nan,nan
329,-9.538549999999992,0.142976,nan,nan
330,-12.15507499999999,0.14280320000000002,nan,nan
331,-15.492687499999992,0.1426304,nan,nan
332,-13.568749999999989,0.14245760000000002,nan,nan
333,-20.371412499999995,0.14228480000000002,nan,nan
334,-13.643937499999993,0.14211200000000002,nan,nan
335,-15.24988749999999,0.1419392,nan,nan
336,-14.559362499999995,0.14176640000000001,nan,nan
337,-16.665437499999996,0.14159360000000001,nan,nan
338,-12.859937499999996,0.1414208,nan,nan
339,-15.774874999999993,0.14124799999999998,nan,nan
340,-16.564837499999996,0.1410752,-2.2171399999999992,0.39869547287058393
341,-8.335399999999993,0.1409024,nan,nan
342,-12.748149999999992,0.1407296,nan,nan
343,-9.217949999999991,0.1405568,nan,nan
344,-12.839587499999988,0.140384,nan,nan
345,-13.844499999999991,0.1402112,nan,nan
346,-12.948562499999985,0.1400384,nan,nan
347,-18.176962499999988,0.1398656,nan,nan
348,-11.151362499999994,0.1396928,nan,nan
349,-11.939099999999991,0.13952,nan,nan
350,-13.659562499999991,0.1393472,nan,nan
351,-13.37062499999999,0.1391744,nan,nan
352,-13.471874999999992,0.1390016,nan,nan
353,-12.152312499999992,0.1388288,nan,nan
354,-11.754437499999993,0.138656,nan,nan
355,-9.74861249999999,0.1384832,nan,nan
356,-13.860162499999989,0.1383104,nan,nan
357,-10.14242499999999,0.1381376,nan,nan
358,-9.743437499999992,0.1379648,nan,nan
359,-8.12974999999999,0.137792,nan,nan
360,-15.96786249999999,0.1376192,-1.744677500000001,0.4091219825278264
361,-18.382674999999995,0.13744640000000002,nan,nan
362,-13.264874999999993,0.1372736,nan,nan
363,-9.137987499999989,0.13710080000000002,nan,nan
364,-14.657349999999981,0.136928,nan,nan
365,-12.343987499999992,0.13675520000000002,nan,nan
366,-13.84834999999999,0.1365824,nan,nan
367,-12.670449999999992,0.13640960000000002,nan,nan
368,-16.315774999999995,0.1362368,nan,nan
369,-5.01534999999999,0.13606400000000002,nan,nan
370,-7.108912499999995,0.1358912,nan,nan
371,-11.24014999999999,0.13571840000000002,nan,nan
372,-13.23886249999999,0.1355456,nan,nan
373,-9.43084999999999,0.13537280000000002,nan,nan
374,-18.171537499999992,0.1352,nan,nan
375,-15.16963749999999,0.13502720000000001,nan,nan
376,-8.83904999999999,0.13485439999999999,nan,nan
377,-12.653624999999987,0.1346816,nan,nan
378,-15.357724999999999,0.13450879999999998,nan,nan
379,-16.971499999999992,0.134336,nan,nan
380,-11.04841249999999,0.1341632,-2.471874999999998,0.4867928776055549
381,-18.987199999999994,0.1339904,nan,nan
382,-7.213687499999994,0.1338176,nan,nan
383,-12.158624999999992,0.1336448,nan,nan
384,-10.029349999999992,0.133472,nan,nan
385,-15.458812499999988,0.1332992,nan,nan
386,-15.259299999999989,0.1331264,nan,nan
387,-10.525237499999992,0.1329536,nan,nan
388,-11.860499999999991,0.1327808,nan,nan
389,-12.27207499999999,0.132608,nan,nan
390,-15.851749999999987,0.1324352,nan,nan
391,-14.364024999999991,0.1322624,nan,nan
392,-10.74879999999999,0.1320896,nan,nan
393,-12.860262499999992,0.1319168,nan,nan
394,-12.43838749999999,0.131744,nan,nan
395,-9.937387499999991,0.1315712,nan,nan
396,-8.528887499999994,0.1313984,nan,nan
397,-22.814024999999994,0.1312256,nan,nan
398,-11.44204999999999,0.13105280000000002,nan,nan
399,-11.946474999999992,0.13088,nan,nan
400,-12.981187499999994,0.1307072,-2.268079999999998,0.4289359489335175
401,-11.83249999999999,0.1305344,nan,nan
402,-13.679374999999993,0.13036160000000002,nan,nan
403,-13.451249999999987,0.1301888,nan,nan
404,-9.428537499999994,0.13001600000000002,nan,nan
405,-13.868812499999992,0.1298432,nan,nan
406,-8.108987499999992,0.12967040000000002,nan,nan
407,-13.760112499999998,0.1294976,nan,nan
408,-14.563512499999987,0.12932480000000002,nan,nan
409,-13.359474999999989,0.129152,nan,nan
410,-10.529037499999994,0.12897920000000002,nan,nan
411,-8.32447499999999,0.1288064,nan,nan
412,-13.75992499999999,0.12863360000000001,nan,nan
413,-14.068987499999986,0.12846079999999999,nan,nan
414,-12.146599999999992,0.128288,nan,nan
415,-10.958512499999989,0.12811519999999998,nan,nan
416,-9.625574999999994,0.1279424,nan,nan
417,-17.594262499999996,0.12776959999999998,nan,nan
418,-11.851149999999988,0.1275968,nan,nan
419,-11.22784999999999,0.12742399999999998,nan,nan
420,-13.651724999999988,0.1272512,-1.7896675000000006,0.5573503174956471
421,-14.24122499999999,0.1270784,nan,nan
422,-12.542849999999987,0.1269056,nan,nan
423,-8.129649999999993,0.1267328,nan,nan
424,-10.933049999999994,0.12656,nan,nan
425,-12.856824999999994,0.1263872,nan,nan
426,-9.635874999999988,0.1262144,nan,nan
427,-14.57266249999999,0.1260416,nan,nan
428,-12.144799999999996,0.1258688,nan,nan
429,-11.856924999999988,0.125696,nan,nan
430,-15.672912499999994,0.1255232,nan,nan
431,-6.016824999999988,0.1253504,nan,nan
432,-8.21752499999999,0.1251776,nan,nan
433,-10.553149999999986,0.1250048,nan,nan
434,-12.650049999999991,0.124832,nan,nan
435,-8.92168749999999,0.1246592,nan,nan
436,-10.940762499999984,0.1244864,nan,nan
437,-8.721099999999993,0.1243136,nan,nan
438,-11.943049999999992,0.12414080000000001,nan,nan
439,-10.64322499999999,0.12396800000000001,nan,nan
440,-9.325574999999994,0.1237952,-2.1091950000000006,0.45363412078182425
441,-13.052949999999996,0.12362240000000001,nan,nan
442,-10.740587499999988,0.1234496,nan,nan
443,-9.646062499999994,0.1232768,nan,nan
444,-10.430837499999988,0.12310399999999999,nan,nan
445,-11.030724999999991,0.1229312,nan,nan
446,-6.526749999999991,0.1227584,nan,nan
447,-10.735012499999993,0.1225856,nan,nan
448,-9.215549999999993,0.1224128,nan,nan
449,-5.619712499999985,0.12224,nan,nan
450,-11.643562499999991,0.1220672,nan,nan
451,-13.341912499999992,0.12189440000000001,nan,nan
452,-12.054537499999995,0.1217216,nan,nan
453,-11.740999999999985,0.1215488,nan,nan
454,-10.653174999999992,0.121376,nan,nan
455,-15.852449999999994,0.12120320000000001,nan,nan
456,-11.04064999999999,0.1210304,nan,nan
457,-11.043137499999991,0.1208576,nan,nan
458,-7.511974999999992,0.12068480000000001,nan,nan
459,-10.94558749999999,0.12051200000000001,nan,nan
460,-15.458824999999997,0.1203392,-2.688254999999998,0.4581031594793889
461,-6.212274999999992,0.12016639999999999,nan,nan
462,-10.23342499999999,0.1199936,nan,nan
463,-14.349774999999998,0.1198208,nan,nan
464,-10.73851249999999,0.119648,nan,nan
465,-9.033662499999988,0.1194752,nan,nan
466,-12.64183749999999,0.1193024,nan,nan
467,-8.948562499999994,0.1191296,nan,nan
468,-6.799474999999997,0.1189568,nan,nan
469,-18.498799999999992,0.118784,nan,nan
470,-9.747987499999986,0.1186112,nan,nan
471,-9.63748749999999,0.1184384,nan,nan
472,-9.444199999999995,0.1182656,nan,nan
473,-8.626799999999992,0.1180928,nan,nan
474,-10.438599999999994,0.11792,nan,nan
475,-12.237287499999994,0.11774720000000001,nan,nan
476,-9.221224999999993,0.11757440000000001,nan,nan
477,-9.44058749999999,0.1174016,nan,nan
478,-15.479262499999994,0.1172288,nan,nan
479,-13.44952499999999,0.11705600000000001,nan,nan
480,-10.441024999999987,0.1168832,-2.031567500000001,0.4646646098666209
481,-8.430599999999993,0.11671039999999999,nan,nan
482,-10.233974999999992,0.1165376,nan,nan
483,-7.128749999999988,0.1163648,nan,nan
484,-7.424474999999988,0.116192,nan,nan
485,-6.009574999999992,0.1160192,nan,nan
486,-10.830812499999993,0.1158464,nan,nan
487,-8.918349999999991,0.1156736,nan,nan
488,-11.64766249999999,0.1155008,nan,nan
489,-9.728237499999993,0.115328,nan,nan
490,-15.86596249999999,0.1151552,nan,nan
491,-13.462874999999991,0.1149824,nan,nan
492,-9.43111249999999,0.11480960000000001,nan,nan
493,-11.13398749999999,0.1146368,nan,nan
494,-12.852674999999989,0.114464,nan,nan
495,-10.253787499999985,0.1142912,nan,nan
496,-12.762562499999992,0.11411840000000001,nan,nan
497,-6.831712499999992,0.1139456,nan,nan
498,-11.039449999999988,0.1137728,nan,nan
499,-10.855362499999991,0.1136,nan,nan
500,-11.92744999999999,0.1134272,-2.1351675000000006,0.7180953921050452
501,-14.575362499999994,0.1132544,nan,nan
502,-13.248374999999989,0.1130816,nan,nan
503,-5.515149999999987,0.1129088,nan,nan
504,-11.043037499999993,0.112736,nan,nan
505,-10.04379999999999,0.1125632,nan,nan
506,-11.026162499999991,0.1123904,nan,nan
507,-14.458162499999995,0.1122176,nan,nan
508,-9.84807499999999,0.1120448,nan,nan
509,-8.613537499999989,0.111872,nan,nan
510,-10.24048749999999,0.1116992,nan,nan
511,-10.227312499999993,0.1115264,nan,nan
512,-8.328274999999987,0.11135360000000001,nan,nan
513,-17.080574999999996,0.1111808,nan,nan
514,-10.338324999999989,0.111008,nan,nan
515,-10.224924999999992,0.1108352,nan,nan
516,-10.244062499999988,0.11066240000000001,nan,nan
517,-14.279374999999993,0.11048960000000001,nan,nan
518,-7.524074999999989,0.11031679999999999,nan,nan
519,-9.528312499999988,0.110144,nan,nan
520,-8.818362499999992,0.10997119999999999,-2.0664925,0.4131004568049967
521,-8.626499999999988,0.1097984,nan,nan
522,-7.628649999999988,0.1096256,nan,nan
523,-7.714837499999993,0.10945279999999999,nan,nan
524,-12.138937499999988,0.10928,nan,nan
525,-10.535199999999998,0.1091072,nan,nan
526,-11.62676249999999,0.1089344,nan,nan
527,-7.93407499999999,0.1087616,nan,nan
528,-8.128287499999992,0.10858880000000001,nan,nan
529,-14.14882499999999,0.108416,nan,nan
530,-13.341724999999993,0.1082432,nan,nan
531,-10.13648749999999,0.10807040000000001,nan,nan
532,-8.521512499999991,0.1078976,nan,nan
533,-10.145162499999989,0.10772480000000001,nan,nan
534,-6.617799999999986,0.10755200000000001,nan,nan
535,-7.919137499999993,0.1073792,nan,nan
536,-13.25624999999999,0.10720640000000001,nan,nan
537,-7.1172499999999905,0.10703359999999999,nan,nan
538,-13.233474999999988,0.10686079999999999,nan,nan
539,-13.257274999999987,0.106688,nan,nan
540,-7.843387499999991,0.10651519999999999,-2.448877499999999,0.5889483505261711
541,-10.733512499999987,0.1063424,nan,nan
542,-14.267174999999993,0.1061696,nan,nan
543,-11.959787499999988,0.10599679999999999,nan,nan
544,-10.338437499999994,0.105824,nan,nan
545,-5.415274999999995,0.1056512,nan,nan
546,-8.72889999999999,0.1054784,nan,nan
547,-14.379987499999995,0.1053056,nan,nan
548,-9.02183749999999,0.10513280000000001,nan,nan
549,-13.753924999999988,0.10496,nan,nan
550,-14.157649999999988,0.1047872,nan,nan
551,-13.339199999999991,0.10461440000000001,nan,nan
552,-16.366399999999988,0.1044416,nan,nan
553,-11.854874999999991,0.10426880000000001,nan,nan
554,-9.318699999999989,0.104096,nan,nan
555,-14.241387499999993,0.1039232,nan,nan
556,-10.427987499999988,0.1037504,nan,nan
557,-8.826324999999992,0.10357759999999999,nan,nan
558,-9.620087499999988,0.1034048,nan,nan
559,-7.520124999999992,0.103232,nan,nan
560,-8.92909999999999,0.10305919999999999,-2.312202499999999,0.43347939313766387
561,-8.234124999999992,0.1028864,nan,nan
562,-8.31719999999999,0.1027136,nan,nan
563,-10.548612499999997,0.10254079999999999,nan,nan
564,-9.63898749999999,0.102368,nan,nan
565,-7.329512499999992,0.10219520000000001,nan,nan
566,-13.639299999999993,0.1020224,nan,nan
567,-9.333162499999993,0.1018496,nan,nan
568,-7.625674999999988,0.10167680000000001,nan,nan
569,-9.619899999999994,0.101504,nan,nan
570,-10.529237499999994,0.1013312,nan,nan
571,-8.220187499999989,0.1011584,nan,nan
572,-6.924862499999986,0.1009856,nan,nan
573,-6.221637499999991,0.10081280000000001,nan,nan
574,-7.419074999999996,0.10064,nan,nan
575,-9.422712499999992,0.10046719999999999,nan,nan
