episode,reward,eval_mean,eval_std,loss
604,-2.889625000000003,nan,nan,
358,-3.0238999999999985,nan,nan,
605,-4.037049999999999,nan,nan,
359,-2.8545999999999925,nan,nan,
606,-6.4664375000000005,nan,nan,
360,-4.763212499999998,nan,nan,
607,-2.6850624999999995,nan,nan,
361,-3.722237500000001,nan,nan,
608,-3.7714125,nan,nan,
362,-2.972324999999999,nan,nan,
609,-2.868125,nan,nan,
363,-4.116312500000003,nan,nan,
610,-3.5935625000000044,nan,nan,
364,-4.773825000000002,nan,nan,
611,-2.9178499999999974,nan,nan,
365,-3.2653000000000034,nan,nan,
612,-3.2263750000000018,nan,nan,
366,-4.258800000000001,nan,nan,
613,-2.9504375000000027,nan,nan,
367,-5.144062499999999,nan,nan,
614,-3.619562500000002,nan,nan,
368,-3.3858,nan,nan,
615,-2.6424375000000007,nan,nan,
369,-2.135112499999999,nan,nan,
616,-4.366412499999998,nan,nan,
370,-2.388062499999998,nan,nan,
617,-3.2591249999999983,nan,nan,
371,-4.516724999999993,nan,nan,
618,-2.0139999999999985,nan,nan,
372,-4.151974999999999,nan,nan,
619,-2.590562500000002,nan,nan,
373,-3.5956374999999974,nan,nan,
620,-5.640212500000006,nan,nan,
374,-3.7658249999999973,nan,nan,
621,-3.5675499999999984,nan,nan,
375,-4.070575,nan,nan,
622,-3.5960374999999996,nan,nan,
376,-3.5243374999999957,nan,nan,
623,-5.039025000000001,nan,nan,
377,-3.3258874999999986,nan,nan,
624,-4.606337500000006,nan,nan,
378,-3.8857749999999993,nan,nan,
625,-2.7923750000000043,nan,nan,
379,-3.3738875,nan,nan,
626,-5.665624999999998,nan,nan,
380,-3.6326499999999973,nan,nan,
627,-5.444500000000006,nan,nan,
381,-3.5625875000000025,nan,nan,
628,-3.413675000000007,nan,nan,
382,-2.755924999999999,nan,nan,
629,-2.413599999999997,nan,nan,
383,-1.9203375000000011,nan,nan,
630,-3.6831749999999976,nan,nan,
384,-3.4505125000000056,nan,nan,
631,-4.770449999999994,nan,nan,
385,-4.2666375,nan,nan,
632,-5.281574999999998,nan,nan,
386,-3.8440625000000037,nan,nan,
633,-4.449074999999994,nan,nan,
387,-3.6237875000000024,nan,nan,
634,-2.358474999999997,nan,nan,
388,-3.863937500000002,nan,nan,
635,-3.892612500000002,nan,nan,
389,-3.934312499999999,nan,nan,
636,-3.167749999999994,nan,nan,
390,-4.498887500000001,nan,nan,
637,-5.8195875,nan,nan,
391,-3.3047000000000004,nan,nan,
638,-4.450075,nan,nan,
392,-3.6860000000000017,nan,nan,
639,-4.377249999999997,nan,nan,
393,-4.910124999999996,nan,nan,
640,-3.8378625000000026,nan,nan,
394,-5.0123625000000045,nan,nan,
641,-4.8860625,nan,nan,
395,-3.2195874999999994,nan,nan,
642,-4.509762500000007,nan,nan,
396,-4.289462499999998,nan,nan,
643,-5.496625000000003,nan,nan,
397,-4.1881375000000025,nan,nan,
644,-2.8032625000000007,nan,nan,
398,-3.5496624999999997,nan,nan,
645,-6.1041124999999985,nan,nan,
399,-4.224512500000002,nan,nan,
646,-3.604887500000003,nan,nan,
400,-2.765824999999996,-2.7270999999999956,0.5548272847247129,
647,-4.318237499999997,nan,nan,
401,-3.531287499999998,nan,nan,
648,-4.585637500000002,nan,nan,
402,-2.8161875,nan,nan,
649,-4.389974999999997,nan,nan,
403,-2.9600499999999994,nan,nan,
650,-4.279812500000006,nan,nan,
404,-4.002087500000001,nan,nan,
651,-3.4056000000000024,nan,nan,
405,-3.7688749999999978,nan,nan,
652,-3.6975000000000007,nan,nan,
406,-3.580675000000003,nan,nan,
653,-4.658337499999995,nan,nan,
407,-2.4494749999999996,nan,nan,
654,-4.860574999999999,nan,nan,
408,-4.617324999999999,nan,nan,
655,-5.422112500000004,nan,nan,
409,-4.731750000000001,nan,nan,
656,-3.320525000000005,nan,nan,
410,-3.6025499999999866,nan,nan,
657,-3.232450000000002,nan,nan,
411,-4.018225,nan,nan,
658,-4.041400000000002,nan,nan,
412,-3.422337499999998,nan,nan,
659,-4.912612499999999,nan,nan,
413,-2.5431874999999913,nan,nan,
660,-3.8581749999999992,nan,nan,
414,-2.7193375000000035,nan,nan,
661,-3.804700000000005,nan,nan,
415,-4.5250249999999985,nan,nan,
662,-3.8157124999999983,nan,nan,
416,-3.3089749999999967,nan,nan,
663,-6.534825000000002,nan,nan,
417,-4.219149999999999,nan,nan,
664,-4.646512499999996,nan,nan,
418,-3.302500000000002,nan,nan,
665,-5.061025000000006,nan,nan,
419,-2.763974999999994,nan,nan,
666,-2.7501499999999997,nan,nan,
420,-4.270912500000006,nan,nan,
667,-5.7386250000000025,nan,nan,
421,-2.774637499999993,nan,nan,
668,-4.373062499999998,nan,nan,
422,-3.26195,nan,nan,
669,-3.360337500000004,nan,nan,
423,-3.683862499999997,nan,nan,
670,-2.6964374999999983,nan,nan,
424,-4.804587500000005,nan,nan,
425,-3.0103124999999995,nan,nan,
671,-2.92265,nan,nan,
426,-6.0528,nan,nan,
672,-3.764337499999995,nan,nan,
427,-3.590575000000001,nan,nan,
673,-4.660900000000003,nan,nan,
428,-4.050537499999998,nan,nan,
674,-2.398737500000001,nan,nan,
429,-4.253312500000002,nan,nan,
675,-3.2212875000000016,nan,nan,
430,-2.792475000000001,nan,nan,
676,-5.545199999999992,nan,nan,
431,-4.915112499999993,nan,nan,
677,-1.125212499999998,nan,nan,
432,-5.342425000000003,nan,nan,
678,-3.642274999999998,nan,nan,
433,-3.520575,nan,nan,
679,-4.351124999999995,nan,nan,
434,-4.613412500000004,nan,nan,
680,-3.222887499999999,nan,nan,
435,-4.841599999999996,nan,nan,
681,-4.0779875000000025,nan,nan,
436,-1.6684749999999988,nan,nan,
682,-4.345437499999998,nan,nan,
437,-2.9118500000000025,nan,nan,
683,-5.467937500000002,nan,nan,
438,-4.551749999999999,nan,nan,
684,-3.5583624999999945,nan,nan,
439,-4.893162500000003,nan,nan,
685,-3.2021875000000013,nan,nan,
440,-3.5400500000000004,nan,nan,
686,-5.473837500000003,nan,nan,
441,-2.899074999999998,nan,nan,
687,-3.769224999999997,nan,nan,
442,-4.4402375,nan,nan,
688,-3.6515874999999984,nan,nan,
443,-3.517512499999991,nan,nan,
689,-3.9997624999999983,nan,nan,
444,-5.002737500000005,nan,nan,
690,-4.76095,nan,nan,
445,-4.6307624999999994,nan,nan,
691,-3.6332375000000012,nan,nan,
446,-3.263137500000003,nan,nan,
692,-4.296937500000002,nan,nan,
447,-4.498675000000009,nan,nan,
693,-3.716224999999998,nan,nan,
448,-2.8067124999999966,nan,nan,
694,-3.747312499999998,nan,nan,
449,-3.662087499999998,nan,nan,
695,-5.262474999999997,nan,nan,
450,-3.6458374999999985,nan,nan,
696,-4.6684874999999995,nan,nan,
451,-4.1243000000000025,nan,nan,
697,-3.1824749999999935,nan,nan,
452,-3.1662499999999985,nan,nan,
453,-4.287975000000001,nan,nan,
698,-2.664250000000002,nan,nan,
454,-3.2904874999999985,nan,nan,
699,-5.395999999999999,nan,nan,
455,-4.219337499999998,nan,nan,
700,-3.652687500000002,-2.986622499999996,0.5229747921386821,
456,-2.959549999999999,nan,nan,
701,-4.057099999999997,nan,nan,
457,-3.665962499999994,nan,nan,
702,-2.904650000000002,nan,nan,
458,-4.588762499999998,nan,nan,
703,-4.417825,nan,nan,
459,-3.0386749999999974,nan,nan,
704,-4.225925000000001,nan,nan,
460,-5.189574999999999,nan,nan,
705,-5.415775000000002,nan,nan,
461,-3.6989250000000005,nan,nan,
706,-2.6844374999999987,nan,nan,
462,-4.002762499999999,nan,nan,
707,-4.050987500000001,nan,nan,
463,-4.384287499999998,nan,nan,
708,-3.452637500000002,nan,nan,
464,-4.248775,nan,nan,
709,-4.300450000000008,nan,nan,
465,-5.076175000000001,nan,nan,
710,-3.7894624999999955,nan,nan,
711,-4.58255,nan,nan,
712,-4.343912500000002,nan,nan,
466,-5.227775000000001,nan,nan,
713,-3.702562500000004,nan,nan,
714,-4.253,nan,nan,
715,-4.976237499999993,nan,nan,
467,-3.7140999999999975,nan,nan,
716,-3.032374999999997,nan,nan,
717,-3.702462499999988,nan,nan,
718,-5.380674999999998,nan,nan,
719,-4.361837499999997,nan,nan,
468,-3.546025000000001,nan,nan,
720,-4.539525000000002,nan,nan,
721,-5.937262499999996,nan,nan,
722,-5.7867,nan,nan,
469,-5.451637500000002,nan,nan,
723,-4.781537500000001,nan,nan,
724,-5.675375000000007,nan,nan,
470,-5.5251125,nan,nan,
725,-2.6927749999999966,nan,nan,
726,-3.450474999999996,nan,nan,
727,-2.8271125,nan,nan,
471,-4.367875000000001,nan,nan,
728,-3.5765124999999993,nan,nan,
729,-3.408074999999994,nan,nan,
730,-3.0331375,nan,nan,
472,-2.5018000000000007,nan,nan,
731,-3.0310125000000006,nan,nan,
732,-4.241550000000003,nan,nan,
473,-2.844662499999999,nan,nan,
733,-4.181587499999995,nan,nan,
734,-3.7747000000000073,nan,nan,
474,-3.471662499999997,nan,nan,
735,-4.146600000000001,nan,nan,
736,-5.09215,nan,nan,
737,-4.224400000000002,nan,nan,
475,-2.755662499999999,nan,nan,
738,-5.84273750000001,nan,nan,
739,-4.177599999999999,nan,nan,
740,-3.0828749999999983,nan,nan,
476,-6.095287500000005,nan,nan,
741,-2.884562499999997,nan,nan,
742,-4.597850000000002,nan,nan,
743,-3.942212500000005,nan,nan,
477,-4.584874999999997,nan,nan,
744,-4.265762500000002,nan,nan,
745,-4.748387499999997,nan,nan,
478,-3.8905500000000033,nan,nan,
746,-3.102587499999993,nan,nan,
747,-4.5048125,nan,nan,
748,-3.3596999999999997,nan,nan,
479,-2.4668625,nan,nan,
749,-4.837525000000004,nan,nan,
750,-2.902249999999999,nan,nan,
480,-2.386825000000002,nan,nan,
751,-2.7737375000000033,nan,nan,
752,-2.954274999999999,nan,nan,
753,-3.3290874999999938,nan,nan,
481,-2.6487249999999998,nan,nan,
754,-2.4592374999999973,nan,nan,
755,-4.005,nan,nan,
756,-3.632562500000003,nan,nan,
482,-4.579725000000002,nan,nan,
757,-6.586237499999998,nan,nan,
758,-2.770475,nan,nan,
483,-3.801999999999997,nan,nan,
759,-3.3355500000000005,nan,nan,
760,-3.2924000000000015,nan,nan,
761,-3.527225000000002,nan,nan,
484,-2.4907624999999993,nan,nan,
762,-5.387362500000004,nan,nan,
763,-3.3953499999999908,nan,nan,
764,-7.39675,nan,nan,
485,-3.775712500000005,nan,nan,
765,-3.838862500000003,nan,nan,
766,-4.445224999999994,nan,nan,
767,-4.676287499999999,nan,nan,
486,-4.058512499999999,nan,nan,
768,-5.067399999999999,nan,nan,
769,-2.9640499999999985,nan,nan,
770,-3.6599999999999993,nan,nan,
487,-2.3387499999999983,nan,nan,
771,-4.148262500000001,nan,nan,
772,-3.8926375000000055,nan,nan,
773,-5.919475000000003,nan,nan,
488,-3.8012999999999946,nan,nan,
774,-4.2559125000000035,nan,nan,
775,-4.276812500000001,nan,nan,
776,-6.995675000000009,nan,nan,
489,-2.6653624999999956,nan,nan,
777,-4.7483125,nan,nan,
778,-5.340424999999997,nan,nan,
779,-5.958400000000001,nan,nan,
490,-3.5437,nan,nan,
780,-4.054087500000001,nan,nan,
781,-6.5218374999999975,nan,nan,
782,-4.7105125,nan,nan,
783,-5.631174999999984,nan,nan,
491,-3.810512500000002,nan,nan,
784,-5.764275000000006,nan,nan,
785,-3.2590874999999935,nan,nan,
786,-9.463237499999993,nan,nan,
492,-2.7623624999999965,nan,nan,
787,-3.795275000000007,nan,nan,
788,-4.4243250000000005,nan,nan,
789,-5.044137500000001,nan,nan,
493,-3.1738124999999946,nan,nan,
790,-4.150849999999998,nan,nan,
791,-7.236649999999999,nan,nan,
792,-5.626787499999997,nan,nan,
494,-4.36945,nan,nan,
793,-3.5024999999999977,nan,nan,
794,-4.183549999999993,nan,nan,
795,-3.0711000000000013,nan,nan,
495,-4.203200000000002,nan,nan,
796,-2.932012499999994,nan,nan,
797,-2.8287875000000033,nan,nan,
496,-2.8152374999999976,nan,nan,
798,-2.8795499999999996,nan,nan,
799,-5.549787499999998,nan,nan,
800,-4.046974999999999,-4.8259750000000015,0.6139938018315005,
497,-4.253862500000001,nan,nan,
801,-4.105112500000006,nan,nan,
802,-7.300825000000005,nan,nan,
803,-5.823012500000002,nan,nan,
498,-3.177587500000001,nan,nan,
804,-5.648062499999997,nan,nan,
805,-4.330949999999998,nan,nan,
806,-3.968337500000001,nan,nan,
499,-3.9362999999999997,nan,nan,
807,-5.008612500000006,nan,nan,
808,-4.566424999999998,nan,nan,
809,-4.736824999999996,nan,nan,
810,-5.254537499999999,nan,nan,
500,-4.000812499999997,-2.3046675,0.7111613619900223,
811,-5.054462499999999,nan,nan,
812,-4.0187374999999905,nan,nan,
813,-7.712162499999998,nan,nan,
501,-3.91855,nan,nan,
814,-5.394899999999996,nan,nan,
815,-5.618262500000002,nan,nan,
816,-8.541974999999997,nan,nan,
502,-2.627087499999995,nan,nan,
817,-3.4418625000000005,nan,nan,
818,-4.733887499999996,nan,nan,
819,-10.273325,nan,nan,
503,-3.9388874999999968,nan,nan,
820,-5.1468874999999965,nan,nan,
821,-2.672487499999994,nan,nan,
504,-4.169137500000001,nan,nan,
822,-4.687074999999998,nan,nan,
823,-4.415587500000001,nan,nan,
824,-5.072875000000004,nan,nan,
505,-3.351662500000001,nan,nan,
825,-3.908549999999999,nan,nan,
826,-2.659687499999999,nan,nan,
506,-3.9773250000000004,nan,nan,
827,-5.223562499999998,nan,nan,
828,-2.202012499999999,nan,nan,
829,-3.46175,nan,nan,
507,-3.8629499999999983,nan,nan,
830,-4.1827749999999995,nan,nan,
831,-5.30175,nan,nan,
508,-3.878099999999994,nan,nan,
832,-3.07925,nan,nan,
509,-2.9774875,nan,nan,
510,-4.879575000000002,nan,nan,
833,-4.1173125,nan,nan,
511,-2.790025000000001,nan,nan,
834,-3.6595999999999944,nan,nan,
835,-3.116437499999999,nan,nan,
836,-3.700462499999997,nan,nan,
512,-2.999625000000003,nan,nan,
837,-5.005924999999992,nan,nan,
838,-3.3423749999999965,nan,nan,
513,-4.50625,nan,nan,
839,-5.109237499999996,nan,nan,
840,-5.224049999999997,nan,nan,
514,-2.3780374999999943,nan,nan,
841,-3.7033250000000035,nan,nan,
842,-5.743787500000003,nan,nan,
843,-3.2901999999999996,nan,nan,
515,-3.003437500000006,nan,nan,
844,-4.094312499999998,nan,nan,
845,-5.2393250000000045,nan,nan,
516,-2.617587499999999,nan,nan,
846,-1.4209624999999984,nan,nan,
847,-6.1431875,nan,nan,
848,-4.818599999999996,nan,nan,
517,-3.1384125000000043,nan,nan,
849,-4.6099000000000006,nan,nan,
850,-5.6319375000000065,nan,nan,
851,-4.766925,nan,nan,
518,-3.9681875000000058,nan,nan,
852,-5.669800000000004,nan,nan,
853,-4.701624999999998,nan,nan,
519,-3.8708125,nan,nan,
854,-9.264925000000002,nan,nan,
855,-3.2802625000000014,nan,nan,
856,-4.578412499999999,nan,nan,
520,-3.0821374999999978,nan,nan,
857,-3.8561499999999977,nan,nan,
858,-3.7567000000000017,nan,nan,
521,-3.306749999999996,nan,nan,
859,-7.875037499999997,nan,nan,
860,-5.588949999999999,nan,nan,
861,-3.027549999999997,nan,nan,
522,-2.836087499999998,nan,nan,
862,-2.908524999999998,nan,nan,
863,-5.560400000000004,nan,nan,
864,-3.574962499999996,nan,nan,
523,-3.352337500000001,nan,nan,
865,-4.830674999999998,nan,nan,
866,-4.9285874999999955,nan,nan,
524,-4.1247374999999975,nan,nan,
867,-3.615849999999999,nan,nan,
868,-3.06785,nan,nan,
525,-3.8273500000000045,nan,nan,
869,-3.9582749999999924,nan,nan,
870,-4.760887500000011,nan,nan,
871,-4.5348124999999975,nan,nan,
526,-4.127999999999992,nan,nan,
872,-3.5067374999999887,nan,nan,
873,-4.338237500000005,nan,nan,
527,-4.4202624999999935,nan,nan,
874,-2.852162499999991,nan,nan,
875,-2.91572499999999,nan,nan,
876,-3.285999999999991,nan,nan,
528,-3.9994124999999987,nan,nan,
877,-3.274162499999991,nan,nan,
529,-5.8700625,nan,nan,
878,-4.74163749999999,nan,nan,
530,-4.818537499999997,nan,nan,
879,-4.651362500000006,nan,nan,
531,-4.366125,nan,nan,
880,-5.563237499999996,nan,nan,
532,-3.509374999999992,nan,nan,
881,-3.999399999999996,nan,nan,
533,-3.9867125000000003,nan,nan,
882,-6.552800000000001,nan,nan,
534,-2.3011375000000003,nan,nan,
883,-3.6372374999999906,nan,nan,
535,-2.8793875000000013,nan,nan,
884,-3.4227499999999904,nan,nan,
536,-4.608187500000003,nan,nan,
885,-3.5723750000000014,nan,nan,
537,-5.406362499999997,nan,nan,
886,-3.115437499999995,nan,nan,
538,-4.4466874999999995,nan,nan,
539,-4.348125,nan,nan,
887,-5.522662499999997,nan,nan,
540,-2.4799249999999984,nan,nan,
888,-3.1445374999999913,nan,nan,
541,-3.3202124999999976,nan,nan,
889,-4.627099999999999,nan,nan,
542,-3.855324999999998,nan,nan,
890,-3.47475,nan,nan,
543,-3.3048875000000004,nan,nan,
891,-4.012474999999996,nan,nan,
544,-1.244474999999999,nan,nan,
892,-4.123949999999992,nan,nan,
545,-2.0349249999999985,nan,nan,
893,-3.996362500000002,nan,nan,
546,-3.0048125000000026,nan,nan,
894,-4.050624999999994,nan,nan,
547,-2.421312500000001,nan,nan,
895,-4.6635625000000065,nan,nan,
548,-4.427662499999995,nan,nan,
896,-4.168587500000004,nan,nan,
549,-3.4533375000000044,nan,nan,
897,-3.9802249999999977,nan,nan,
550,-3.260349999999995,nan,nan,
898,-4.029949999999995,nan,nan,
551,-3.837225000000007,nan,nan,
552,-2.6431499999999977,nan,nan,
899,-2.253249999999996,nan,nan,
553,-3.9215249999999973,nan,nan,
900,-2.8005999999999895,-2.544360000000003,0.2739678648354609,
554,-3.327562499999998,nan,nan,
901,-4.052975000000005,nan,nan,
555,-3.766874999999993,nan,nan,
902,-5.738637500000004,nan,nan,
556,-3.665024999999993,nan,nan,
903,-3.5859124999999903,nan,nan,
557,-4.3245125,nan,nan,
904,-5.756837500000004,nan,nan,
558,-3.509012499999993,nan,nan,
905,-4.924912499999995,nan,nan,
559,-3.7920500000000033,nan,nan,
560,-3.968474999999997,nan,nan,
906,-5.462137500000003,nan,nan,
561,-3.8242625000000023,nan,nan,
907,-4.910424999999997,nan,nan,
562,-4.832725000000004,nan,nan,
908,-2.9141250000000016,nan,nan,
563,-3.2940624999999994,nan,nan,
909,-4.192587499999994,nan,nan,
564,-4.876700000000002,nan,nan,
910,-2.749787499999998,nan,nan,
565,-4.874462500000008,nan,nan,
911,-4.576812500000003,nan,nan,
566,-4.917862499999995,nan,nan,
912,-3.7829499999999943,nan,nan,
567,-2.6864124999999994,nan,nan,
913,-3.5036875,nan,nan,
568,-4.633462500000003,nan,nan,
914,-4.791962500000003,nan,nan,
569,-3.5878874999999995,nan,nan,
915,-3.562824999999992,nan,nan,
570,-4.266174999999998,nan,nan,
916,-2.9952499999999995,nan,nan,
571,-4.819737500000002,nan,nan,
917,-5.719875000000004,nan,nan,
572,-2.260274999999997,nan,nan,
918,-3.766550000000001,nan,nan,
573,-2.6120374999999987,nan,nan,
574,-3.76405,nan,nan,
919,-3.4003374999999902,nan,nan,
575,-3.0693250000000014,nan,nan,
920,-4.192025,nan,nan,
576,-4.346812499999993,nan,nan,
921,-3.0921624999999953,nan,nan,
577,-3.3426749999999994,nan,nan,
922,-3.60107499999999,nan,nan,
578,-4.359837499999998,nan,nan,
923,-4.046787500000001,nan,nan,
579,-4.0659750000000034,nan,nan,
924,-3.056049999999997,nan,nan,
580,-3.6032624999999974,nan,nan,
925,-1.3182625,nan,nan,
581,-4.316087499999998,nan,nan,
926,-2.9182499999999982,nan,nan,
582,-3.533787499999998,nan,nan,
927,-3.5575499999999978,nan,nan,
583,-3.7583124999999975,nan,nan,
928,-3.403974999999991,nan,nan,
584,-4.1415000000000015,nan,nan,
929,-2.5576249999999985,nan,nan,
585,-2.8017249999999985,nan,nan,
930,-3.01245,nan,nan,
586,-2.9274625000000025,nan,nan,
587,-3.031900000000003,nan,nan,
931,-3.681949999999991,nan,nan,
588,-3.5926874999999985,nan,nan,
932,-4.687724999999996,nan,nan,
589,-3.6043249999999967,nan,nan,
933,-2.8368875,nan,nan,
590,-5.8140625,nan,nan,
934,-3.787099999999994,nan,nan,
591,-3.128062500000001,nan,nan,
935,-3.4935624999999972,nan,nan,
592,-4.162549999999998,nan,nan,
936,-6.5279000000000025,nan,nan,
593,-3.2338000000000005,nan,nan,
937,-3.7772999999999954,nan,nan,
594,-3.6510999999999973,nan,nan,
938,-3.681074999999991,nan,nan,
595,-4.092812499999998,nan,nan,
939,-4.6495625,nan,nan,
596,-2.8903749999999997,nan,nan,
940,-6.291950000000002,nan,nan,
597,-5.171012499999998,nan,nan,
941,-3.188912500000002,nan,nan,
598,-4.725287500000004,nan,nan,
942,-4.5285625,nan,nan,
599,-4.468187499999998,nan,nan,
943,-2.7056499999999875,nan,nan,
600,-3.9851499999999964,-3.6339374999999903,0.5644443776848203,
944,-2.561987500000002,nan,nan,
601,-3.796949999999992,nan,nan,
945,-5.054500000000001,nan,nan,
602,-5.202575000000005,nan,nan,
946,-3.5998874999999915,nan,nan,
603,-2.906649999999996,nan,nan,
947,-7.81639999999999,nan,nan,
604,-2.889625000000003,nan,nan,
948,-5.635174999999995,nan,nan,
605,-4.037049999999999,nan,nan,
949,-5.160762500000003,nan,nan,
606,-6.4664375000000005,nan,nan,
950,-5.192375000000004,nan,nan,
607,-2.6850624999999995,nan,nan,
951,-3.799324999999996,nan,nan,
608,-3.7714125,nan,nan,
952,-3.9689124999999983,nan,nan,
609,-2.868125,nan,nan,
953,-4.241912499999998,nan,nan,
610,-3.5935625000000044,nan,nan,
954,-4.697312500000003,nan,nan,
611,-2.9178499999999974,nan,nan,
612,-3.2263750000000018,nan,nan,
955,-6.247462500000008,nan,nan,
613,-2.9504375000000027,nan,nan,
956,-5.431349999999999,nan,nan,
614,-3.619562500000002,nan,nan,
957,-5.977462499999997,nan,nan,
615,-2.6424375000000007,nan,nan,
958,-4.800749999999999,nan,nan,
616,-4.366412499999998,nan,nan,
959,-2.9359374999999908,nan,nan,
617,-3.2591249999999983,nan,nan,
960,-7.001962499999995,nan,nan,
618,-2.0139999999999985,nan,nan,
961,-5.453687500000004,nan,nan,
619,-2.590562500000002,nan,nan,
962,-3.389862499999996,nan,nan,
620,-5.640212500000006,nan,nan,
963,-3.7711499999999893,nan,nan,
621,-3.5675499999999984,nan,nan,
964,-3.4457750000000007,nan,nan,
622,-3.5960374999999996,nan,nan,
965,-4.324812500000004,nan,nan,
623,-5.039025000000001,nan,nan,
966,-4.125562500000008,nan,nan,
624,-4.606337500000006,nan,nan,
967,-4.3905375,nan,nan,
625,-2.7923750000000043,nan,nan,
968,-3.1142374999999975,nan,nan,
626,-5.665624999999998,nan,nan,
969,-3.7998499999999975,nan,nan,
627,-5.444500000000006,nan,nan,
970,-3.793662499999994,nan,nan,
628,-3.413675000000007,nan,nan,
971,-2.7524624999999916,nan,nan,
629,-2.413599999999997,nan,nan,
972,-4.165699999999997,nan,nan,
630,-3.6831749999999976,nan,nan,
631,-4.770449999999994,nan,nan,
973,-2.723937500000005,nan,nan,
632,-5.281574999999998,nan,nan,
974,-4.532275000000002,nan,nan,
633,-4.449074999999994,nan,nan,
975,-2.9121500000000022,nan,nan,
634,-2.358474999999997,nan,nan,
976,-4.532587500000004,nan,nan,
635,-3.892612500000002,nan,nan,
977,-4.117187499999996,nan,nan,
636,-3.167749999999994,nan,nan,
978,-4.237125000000001,nan,nan,
637,-5.8195875,nan,nan,
979,-3.822974999999994,nan,nan,
638,-4.450075,nan,nan,
980,-2.951962499999998,nan,nan,
639,-4.377249999999997,nan,nan,
981,-2.957625000000002,nan,nan,
640,-3.8378625000000026,nan,nan,
982,-5.056950000000007,nan,nan,
641,-4.8860625,nan,nan,
983,-4.7669500000000005,nan,nan,
642,-4.509762500000007,nan,nan,
984,-3.4632249999999907,nan,nan,
643,-5.496625000000003,nan,nan,
985,-3.0917374999999936,nan,nan,
644,-2.8032625000000007,nan,nan,
986,-3.78834999999999,nan,nan,
645,-6.1041124999999985,nan,nan,
987,-4.817825,nan,nan,
646,-3.604887500000003,nan,nan,
988,-3.2976999999999914,nan,nan,
647,-4.318237499999997,nan,nan,
989,-3.6082124999999925,nan,nan,
648,-4.585637500000002,nan,nan,
990,-6.3906375000000075,nan,nan,
649,-4.389974999999997,nan,nan,
991,-4.510400000000004,nan,nan,
650,-4.279812500000006,nan,nan,
992,-3.115162499999995,nan,nan,
651,-3.4056000000000024,nan,nan,
993,-3.2823,nan,nan,
652,-3.6975000000000007,nan,nan,
994,-2.9935374999999955,nan,nan,
653,-4.658337499999995,nan,nan,
654,-4.860574999999999,nan,nan,
995,-4.1210125,nan,nan,
655,-5.422112500000004,nan,nan,
996,-5.866162499999988,nan,nan,
656,-3.320525000000005,nan,nan,
997,-3.088550000000004,nan,nan,
657,-3.232450000000002,nan,nan,
998,-3.10944999999999,nan,nan,
658,-4.041400000000002,nan,nan,
999,-5.165025000000002,-1.5071250000000003,0.3884004076819438,
659,-4.912612499999999,nan,nan,
660,-3.8581749999999992,nan,nan,
661,-3.804700000000005,nan,nan,
662,-3.8157124999999983,nan,nan,
663,-6.534825000000002,nan,nan,
664,-4.646512499999996,nan,nan,
665,-5.061025000000006,nan,nan,
666,-2.7501499999999997,nan,nan,
667,-5.7386250000000025,nan,nan,
668,-4.373062499999998,nan,nan,
669,-3.360337500000004,nan,nan,
670,-2.6964374999999983,nan,nan,
671,-2.92265,nan,nan,
672,-3.764337499999995,nan,nan,
673,-4.660900000000003,nan,nan,
674,-2.398737500000001,nan,nan,
675,-3.2212875000000016,nan,nan,
676,-5.545199999999992,nan,nan,
677,-1.125212499999998,nan,nan,
678,-3.642274999999998,nan,nan,
679,-4.351124999999995,nan,nan,
680,-3.222887499999999,nan,nan,
681,-4.0779875000000025,nan,nan,
682,-4.345437499999998,nan,nan,
683,-5.467937500000002,nan,nan,
684,-3.5583624999999945,nan,nan,
685,-3.2021875000000013,nan,nan,
686,-5.473837500000003,nan,nan,
687,-3.769224999999997,nan,nan,
688,-3.6515874999999984,nan,nan,
689,-3.9997624999999983,nan,nan,
690,-4.76095,nan,nan,
691,-3.6332375000000012,nan,nan,
692,-4.296937500000002,nan,nan,
693,-3.716224999999998,nan,nan,
694,-3.747312499999998,nan,nan,
695,-5.262474999999997,nan,nan,
696,-4.6684874999999995,nan,nan,
697,-3.1824749999999935,nan,nan,
698,-2.664250000000002,nan,nan,
699,-5.395999999999999,nan,nan,
700,-3.652687500000002,-2.986622499999996,0.5229747921386821,
701,-4.057099999999997,nan,nan,
702,-2.904650000000002,nan,nan,
703,-4.417825,nan,nan,
704,-4.225925000000001,nan,nan,
705,-5.415775000000002,nan,nan,
706,-2.6844374999999987,nan,nan,
707,-4.050987500000001,nan,nan,
708,-3.452637500000002,nan,nan,
709,-4.300450000000008,nan,nan,
710,-3.7894624999999955,nan,nan,
711,-4.58255,nan,nan,
712,-4.343912500000002,nan,nan,
713,-3.702562500000004,nan,nan,
714,-4.253,nan,nan,
715,-4.976237499999993,nan,nan,
716,-3.032374999999997,nan,nan,
717,-3.702462499999988,nan,nan,
718,-5.380674999999998,nan,nan,
719,-4.361837499999997,nan,nan,
720,-4.539525000000002,nan,nan,
721,-5.937262499999996,nan,nan,
722,-5.7867,nan,nan,
723,-4.781537500000001,nan,nan,
724,-5.675375000000007,nan,nan,
725,-2.6927749999999966,nan,nan,
726,-3.450474999999996,nan,nan,
727,-2.8271125,nan,nan,
728,-3.5765124999999993,nan,nan,
729,-3.408074999999994,nan,nan,
730,-3.0331375,nan,nan,
